ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT101750,2024-03-07,The RC car I bought from a third-party seller in order #ORD5026970 is not as described. Seller is unresponsive.,RC car,Toys & Games,Seller & Product Listing,High,Negative,0.66,Yes,Seller listing flagged for review. Customer compensated with ₹7829 coupon.,2024-03-11,4,No,3
TKT101751,2023-03-01,"I'm getting conflicting tracking updates for my breakfast cereal order #ORD8468413. First delivered, then in transit.",breakfast cereal,Grocery & Health,Delivery Issue,Medium,Neutral,0.67,No,Express delivery charge refunded. Ticket closed after confirmation.,2023-03-02,1,No,5
TKT101752,2023-12-18,Wrong variant of DSLR camera delivered in order #ORD5660093. I ordered 128GB but got 64GB.,DSLR camera,Electronics,Product Issue,High,Negative,0.9,No,Counterfeit product complaint escalated to brand protection team.,2023-12-20,2,No,3
TKT101753,2023-02-07,My lipstick (order #ORD7131350) overheats dangerously. This is a serious safety concern.,lipstick,Beauty & Personal Care,Product Issue,High,Very Negative,0.86,Yes,Replacement lipstick dispatched after quality team verification.,2023-02-10,3,No,4
TKT101754,2024-12-06,No OTP was asked before delivering my electric kettle (order #ORD2320054) to an unknown person.,electric kettle,Electronics,Delivery Issue,High,Negative,0.68,Yes,Express delivery charge refunded. Ticket closed after confirmation.,2024-12-13,7,No,4
TKT101755,2023-11-10,I want to update my mobile number but OTP is not being received on new number.,sports shoes,Fashion,Account & Login,Medium,Slightly Negative,0.79,No,Account deletion request accepted. All data removed within 30 days.,2023-11-18,8,No,4
TKT101756,2024-07-14,EMI option for my jump rope (order #ORD9568572) is showing wrong monthly amount. Please correct it.,jump rope,Sports & Fitness,Payment Issue,High,Very Negative,0.88,Yes,Cashback of ₹8175 credited after verification with offers team.,2024-07-16,2,No,1
TKT101757,2024-12-09,The fitness tracker in order #ORD7188445 has visible manufacturing defects. Needs immediate replacement.,fitness tracker,Sports & Fitness,Product Issue,High,Negative,0.89,Yes,Missing accessory shipped separately at no additional cost.,2024-12-11,2,No,1
TKT101758,2023-03-10,Wrong variant of art & craft kit delivered in order #ORD4119485. I ordered 128GB but got 64GB.,art & craft kit,Toys & Games,Product Issue,High,Very Negative,0.71,Yes,Warranty claim initiated. Brand service center ticket #SVC12273 created.,2023-03-13,3,No,1
TKT101759,2023-12-14,I got a partial refund for my badminton racket (order #ORD2480411) but I deserve a full refund for the defect.,badminton racket,Sports & Fitness,Refund & Return,High,Negative,0.74,Yes,Quality check review overridden. Refund of ₹727 processed.,2023-12-16,2,No,3
TKT101760,2024-10-22,I need a corrected GST invoice for smartphone order #ORD3150877. The current one has wrong GSTIN details.,smartphone,Electronics,Payment Issue,Medium,Neutral,0.92,No,Payment authorization hold released. No amount was actually charged.,2024-10-26,4,No,4
TKT101761,2023-01-09,Payment page freezes when I try to checkout my gym bag. Tried multiple times.,gym bag,Sports & Fitness,App & Website Issue,Low,Neutral,0.82,No,App cache clear resolved the issue. Customer guided through fix.,2023-01-12,3,No,5
TKT101762,2024-07-17,Payment gateway crashes every time I try to checkout for running shoes. Very frustrating experience.,running shoes,Sports & Fitness,Payment Issue,Medium,Slightly Negative,0.89,No,Payment authorization hold released. No amount was actually charged.,2024-07-27,10,No,4
TKT101763,2024-09-27,Auto-return for eye cream order #ORD1971163 was triggered without my request. Please cancel it.,eye cream,Beauty & Personal Care,Refund & Return,High,Very Negative,0.78,Yes,Seller notified of return in transit. Refund released on priority basis.,2024-09-29,2,No,2
TKT101764,2023-09-22,My wallet balance was deducted for micellar water order #ORD4696679 but order still shows payment pending.,micellar water,Beauty & Personal Care,Payment Issue,High,Negative,0.98,No,Payment failure investigated. Order confirmed manually. No re-charge needed.,2023-09-29,7,No,4
TKT101765,2024-08-24,Order #ORD3903287 (micellar water) is stuck in transit for 4 days. No movement on tracking at all.,micellar water,Beauty & Personal Care,Delivery Issue,Medium,Slightly Negative,0.98,No,Redelivery initiated with courier partner. Expected within 2 business days.,2024-08-26,2,No,3
TKT101766,2024-10-18,Delivery partner is not picking up calls for order #ORD3596066. I need to receive my LEGO set urgently.,LEGO set,Toys & Games,Delivery Issue,High,Very Negative,0.73,Yes,Courier partner penalized for non-delivery. Fresh delivery arranged.,2024-10-21,3,No,3
TKT101767,2024-11-18,I received a completely damaged green tea in order #ORD2053136. The packaging was torn and the item is unusable.,green tea,Grocery & Health,Delivery Issue,High,Very Negative,0.8,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2024-11-24,6,No,1
TKT101768,2023-09-01,Bulk order of turmeric powder (order #ORD7832808) was fulfilled partially. Seller says rest is out of stock.,turmeric powder,Grocery & Health,Seller & Product Listing,Medium,Slightly Negative,0.9,No,Seller listing flagged for review. Customer compensated with ₹9194 coupon.,2023-09-06,5,No,4
TKT101769,2023-11-11,My cart items keep disappearing when I switch between the app and website.,non-stick pan,Home & Kitchen,App & Website Issue,Medium,Slightly Negative,0.7,No,Issue escalated to product team. Scheduled for next sprint fix.,2023-11-13,2,No,5
TKT101770,2024-10-13,Seller of my running shoes (order #ORD1384329) shipped the item late by 3 days without any notice.,running shoes,Sports & Fitness,Seller & Product Listing,Medium,Neutral,0.95,No,Partial order issue resolved. Remaining items shipped or refunded.,2024-10-16,3,No,3
TKT101771,2023-06-24,The fitness tracker in order #ORD3071950 has visible manufacturing defects. Needs immediate replacement.,fitness tracker,Sports & Fitness,Product Issue,High,Negative,0.77,Yes,Defect acknowledged. Customer given choice of refund or replacement.,2023-06-30,6,No,4
TKT101772,2023-08-24,Profile photo and bio updates are not saving on my account despite multiple attempts.,cap,Fashion,Account & Login,Low,Neutral,0.65,No,Blocked account reviewed. Restored after confirming no policy violation.,2023-08-27,3,No,5
TKT101773,2024-05-20,I have a valid coupon for washing machine but it's not applying at checkout. Coupon code: ERR261.,washing machine,Electronics,Payment Issue,High,Negative,0.84,Yes,Net banking failure confirmed with bank. Refund initiated from our end.,2024-05-26,6,No,2
TKT101774,2024-10-19,I got a partial refund for my gym wear (order #ORD8769203) but I deserve a full refund for the defect.,gym wear,Fashion,Refund & Return,High,Negative,0.88,Yes,Quality check review overridden. Refund of ₹5927 processed.,2024-10-20,1,No,2
TKT101775,2023-11-04,I want to report a seller for listing counterfeit wireless earbuds products on the platform.,wireless earbuds,Electronics,Seller & Product Listing,High,Negative,0.65,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2023-11-08,4,No,3
TKT101776,2023-07-29,I was charged ₹9694 extra on my power bank (order #ORD6722127) than what was shown in cart.,power bank,Electronics,Payment Issue,High,Negative,0.78,Yes,Corrected GST invoice with accurate GSTIN issued and emailed.,2023-07-30,1,No,1
TKT101777,2024-09-30,Product images of programming book on the listing are clearly misleading and did not match item in #ORD6946166.,programming book,Books & Education,Seller & Product Listing,Medium,Slightly Negative,0.77,No,Partial order issue resolved. Remaining items shipped or refunded.,2024-10-04,4,No,3
TKT101778,2024-05-08,Refund for my ethnic wear (order #ORD7990905) has not been credited to my account even after 4 days.,ethnic wear,Fashion,Refund & Return,High,Negative,0.65,Yes,Replacement dispatched without requiring return of defective item.,2024-05-15,7,No,3
TKT101779,2023-06-22,Screen of my smartwatch (order #ORD2336162) has dead pixels right out of the box.,smartwatch,Electronics,Product Issue,High,Negative,0.9,No,Used/refurbished item confirmed. Full refund + ₹8537 compensation issued.,2023-06-28,6,No,3
TKT101780,2024-08-25,Store credit issued for shampoo return (order #ORD3047411) but I wanted cash refund to my bank.,shampoo,Beauty & Personal Care,Refund & Return,Medium,Slightly Negative,0.69,No,Return policy exception granted. Full refund approved by senior team.,2024-08-31,6,No,3
TKT101781,2023-09-19,The website is extremely slow while loading storage rack pages. Taking over 12 minutes.,storage rack,Home & Kitchen,App & Website Issue,Low,Positive,0.82,No,Tracking feature restored post app update rollback for customer.,2023-09-28,9,No,5
TKT101782,2024-07-03,"I received an email saying my account password was changed, but I did not do this.",spice set,Grocery & Health,Account & Login,High,Negative,0.83,Yes,OTP delivery fixed. Mobile number updated successfully.,2024-07-04,1,No,1
TKT101783,2024-10-16,I have a valid coupon for yoga mat but it's not applying at checkout. Coupon code: ERR547.,yoga mat,Sports & Fitness,Payment Issue,Low,Positive,0.81,No,Cashback of ₹882 credited after verification with offers team.,2024-10-24,8,No,4
TKT101784,2023-12-09,The battery of my green tea (order #ORD5673157) drains within 14 hours. Completely defective.,green tea,Grocery & Health,Product Issue,High,Negative,0.93,No,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2023-12-11,2,No,1
TKT101785,2023-10-11,I got a partial refund for my action figure (order #ORD2361654) but I deserve a full refund for the defect.,action figure,Toys & Games,Refund & Return,High,Negative,0.83,Yes,Refund credited to store wallet as per customer preference.,2023-10-12,1,No,1
TKT101786,2023-08-18,My cycling gloves (order #ORD9834267) smells strange and appears to have been used before. Not new.,cycling gloves,Sports & Fitness,Product Issue,High,Negative,0.79,Yes,Safety concern escalated on priority. Product recalled from customer.,2023-08-21,3,No,4
TKT101787,2023-02-21,The return window for my vitamin supplements order #ORD2206977 was closed without my knowledge. Please make an exception.,vitamin supplements,Grocery & Health,Refund & Return,High,Very Negative,0.97,No,Refund of ₹7339 approved and will be credited within 3-5 business days.,2023-02-26,5,No,2
TKT101788,2023-06-26,My air purifier return for order #ORD4081730 has been in transit for 3 days. Worried it's lost.,air purifier,Electronics,Refund & Return,Medium,Slightly Negative,0.87,No,Duplicate charge of ₹6687 reversed immediately to original payment source.,2023-07-01,5,No,3
TKT101789,2023-03-26,My toner order #ORD4606539 has been out for delivery since morning but still hasn't reached me.,toner,Beauty & Personal Care,Delivery Issue,Medium,Slightly Negative,0.87,No,Redelivery initiated with courier partner. Expected within 2 business days.,2023-04-04,9,No,3
TKT101790,2024-02-13,I got a partial refund for my body lotion (order #ORD4297311) but I deserve a full refund for the defect.,body lotion,Beauty & Personal Care,Refund & Return,High,Very Negative,0.92,No,Quality check review overridden. Refund of ₹281 processed.,2024-02-17,4,No,4
TKT101791,2024-05-11,My shampoo from order #ORD6474338 was delivered to the wrong address. I can see it on the map.,shampoo,Beauty & Personal Care,Delivery Issue,High,Negative,0.86,Yes,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-05-18,7,No,3
TKT101792,2024-12-28,The website is extremely slow while loading science kit pages. Taking over 4 minutes.,science kit,Toys & Games,App & Website Issue,Low,Neutral,0.69,No,App cache clear resolved the issue. Customer guided through fix.,2025-01-06,9,No,5
TKT101793,2024-11-20,I have a valid coupon for coffee beans but it's not applying at checkout. Coupon code: ERR274.,coffee beans,Grocery & Health,Payment Issue,Low,Neutral,0.84,No,Duplicate payment of ₹896 refunded to original payment source within 2 days.,2024-11-28,8,No,5
TKT101794,2023-10-01,The return window for my denim jeans order #ORD3328002 was closed without my knowledge. Please make an exception.,denim jeans,Fashion,Refund & Return,High,Negative,0.81,Yes,Quality check review overridden. Refund of ₹6527 processed.,2023-10-04,3,No,4
TKT101795,2023-03-12,Delivery was done to a neighbor without my consent for order #ORD1375404 (board game).,board game,Toys & Games,Delivery Issue,Medium,Neutral,0.81,No,Courier partner penalized for non-delivery. Fresh delivery arranged.,2023-03-15,3,No,5
TKT101796,2024-07-08,The saree in order #ORD6015302 has no warranty card or any documentation included.,saree,Fashion,Product Issue,Low,Positive,0.96,No,Compatibility issue noted. Full refund processed. Listing updated.,2024-07-11,3,Yes,4
TKT101797,2023-11-07,I paid using net banking for sunscreen but order #ORD8983752 is showing as 'payment failed'.,sunscreen,Beauty & Personal Care,Payment Issue,High,Very Negative,0.66,Yes,Currency mismatch corrected. Differential amount of ₹7488 refunded.,2023-11-13,6,No,3
